word,Frequency,class_label
Charest,"	1",2
Chari,"	1",2
Chariot,"	1",2
Charismatic,"	1",2
Charitable,"	1",2
Charles,"	13",2
Charlotte,"	1",2
Charlton,"	1",2
Chart,"	1",2
Charter,"	19",2
Chartered,"	2",2
Chauvinist,"	2",2
Chavez,"	1",2
Check,"	1",2
Checks,"	1",2
Chelsea,"	1",2
Chemical,"	7",2
Cherokee,"	2",2
Cherwitz,"	1",2
Chiara,"	1",2
Chicago,"	16",2
Chicana,"	1",2
Chicano,"	5",2
Chie,"	1",2
Chief,"	3",2
Child,"	4",2
Childhood,"	1",2
Children,"	8",2
Childrens,"	1",2
Chile,"	1",2
China,"	35",2
Chinaman,"	1",2
Chinas,"	3",2
Chinese,"	14",2
Cho,"	1",2
Choice,"	8",2
Choices,"	1",2
Chomsky,"	1",2
Chr,"	2",2
Chris,"	1",2
Christendom,"	1",2
Christian,"	17",2
Christianity,"	2",2
Christians,"	1",2
Christina,"	2",2
Christine,"	3",2
Christmas,"	1",2
Christopher,"	4",2
Chronicle,"	1",2
Chu,"	1",2
Chuche,"	1",2
Church,"	9",2
Churchill,"	4",2
Cicero,"	5",2
Ciencia,"	1",2
Cincotta,"	2",2
Circle,"	2",2
Circles,"	1",2
Circumscription,"	1",2
Citation,"	32",2
Cite,"	18",2
Cities,"	2",2
Citizen,"	1",2
Citizens,"	6",2
Citizenship,"	2",2
City,"	16",2
CityArts,"	1",2
Civic,"	3",2
Civil,"	22",2
Civilian,"	2",2
Civilizational,"	1",2
Civilizations,"	3",2
Civilized,"	1",2
Claassen,"	1",2
Clandestine,"	1",2
Clare,"	1",2
Clarissa,"	1",2
Clark,"	4",2
Clarks,"	1",2
Clash,"	8",2
Clashmusic,"	1",2
Class,"	4",2
Classical,"	4",2
Classics,"	3",2
Classification,"	6",2
Classifying,"	1",2
Classless,"	1",2
Clause,"	1",2
Clausen,"	1",2
Clausewitz,"	2",2
Clean,"	1",2
Cleavage,"	1",2
Clegg,"	1",2
Clem,"	1",2
Clergy,"	1",2
Climate,"	6",2
Climates,"	1",2
Clinton,"	1",2
Clone,"	1",2
Clothes,"	1",2
Cloward,"	1",2
Clown,"	1",2
Club,"	7",2
Clubs,"	4",2
Co,"	9",2
Coalition,"	6",2
Cobra,"	1",2
Code,"	3",2
Codex,"	1",2
Coercion,"	1",2
CofC,"	1",2
Coffee,"	1",2
Coffeehouse,"	1",2
Cognitive,"	1",2
Cohen,"	1",2
Coke,"	2",2
Col,"	1",2
Colby,"	1",2
Colchester,"	1",2
Cold,"	1",2
Colin,"	2",2
Collaborative,"	1",2
Collected,"	1",2
Collective,"	2",2
Collectivism,"	2",2
College,"	14",2
Collins,"	3",2
Colo,"	1",2
Colombia,"	3",2
Colonialism,"	2",2
Colonies,"	5",2
Color,"	1",2
Colorsample,"	1",2
Coloured,"	1",2
Colspan,"	1",2
Columbia,"	11",2
Columbus,"	2",2
Columns,"	1",2
Combat,"	1",2
Combined,"	1",2
Coming,"	2",2
Command,"	2",2
Commencement,"	3",2
Commentary,"	4",2
Comments,"	3",2
Commerce,"	2",2
Commercial,"	2",2
Commercialisation,"	1",2
Commission,"	15",2
Commissioner,"	2",2
Commissions,"	3",2
Commitment,"	1",2
Committee,"	24",2
Common,"	6",2
Commons,"	9",2
Commonwealth,"	5",2
Communalism,"	2",2
Commune,"	1",2
Communicatiewetenschap,"	1",2
Communication,"	22",2
Communications,"	7",2
Communicators,"	1",2
Communism,"	6",2
Communist,"	10",2
Communists,"	1",2
Communitarianism,"	1",2
Communities,"	3",2
Community,"	9",2
Communization,"	1",2
Commutes,"	1",2
CompAnalysisHolmana,"	5",2
Compact,"	1",2
Company,"	12",2
Comparative,"	5",2
ComparativeAnalysis,"	4",2
Compared,"	1",2
Comparing,"	5",2
Competition,"	4",2
Competitiveness,"	1",2
Complaints,"	2",2
Comprehensive,"	1",2
Compromise,"	5",2
CompromiseIndividual,"	1",2
Compulsory,"	2",2
Computer,"	3",2
Concept,"	1",2
Concepto,"	1",2
Concepts,"	3",2
Concerning,"	5",2
Concerns,"	1",2
Concert,"	3",2
Concession,"	1",2
Concord,"	1",2
Concurrent,"	1",2
Condition,"	1",2
Condominium,"	1",2
Condorcet,"	1",2
Conduct,"	3",2
Confederate,"	2",2
Confederation,"	4",2
ConfederationRatificationPresiding,"	1",2
Conference,"	4",2
Confidence,"	1",2
Confirming,"	1",2
Conflict,"	12",2
Conflicts,"	1",2
Conformity,"	1",2
Confucius,"	3",2
Congo,"	1",2
Congress,"	32",2
Congresses,"	1",2
Congressional,"	4",2
Conn,"	1",2
Connecticut,"	4",2
Connolly,"	2",2
Conroy,"	1",2
Conscience,"	1",2
Consciousness,"	1",2
Conscription,"	1",2
Consensus,"	3",2
Consent,"	3",2
Consequences,"	11",2
Consequently,"	2",2
Conservatism,"	6",2
Conservative,"	4",2
Conservativism,"	1",2
Consider,"	2",2
Considerable,"	1",2
Considerations,"	2",2
Consistency,"	1",2
Consistent,"	1",2
Consolidated,"	1",2
Consortium,"	2",2
Conspiracy,"	3",2
Constantinople,"	2",2
Constituency,"	4",2
Constituent,"	2",2
Constitution,"	12",2
Constitutional,"	11",2
Constitutionalism,"	2",2
Constitutionalizing,"	1",2
Constitutions,"	1",2
Constructed,"	1",2
Constructing,"	1",2
Consul,"	2",2
Consumer,"	2",2
Consumers,"	3",2
Contact,"	1",2
Contained,"	1",2
Contempor,"	1",2
Contemporary,"	2",2
Contempt,"	1",2
Contentious,"	1",2
Contested,"	1",2
Contexts,"	1",2
Continent,"	1",2
Continental,"	2",2
Continuum,"	1",2
Contract,"	2",2
Contradictions,"	1",2
Contribute,"	1",2
Contributions,"	1",2
Contributors,"	1",2
Control,"	9",2
Controversies,"	1",2
Controversy,"	2",2
Convenience,"	1",2
Convention,"	42",2
Convergence,"	1",2
Conversely,"	1",2
Conway,"	1",2
Cooperation,"	3",2
Cooperative,"	1",2
Coordination,"	5",2
Copenhagen,"	1",2
Cord,"	2",2
Cornelius,"	1",2
Cornell,"	2",2
Corporate,"	11",2
CorporateWatch,"	1",2
Corporation,"	2",2
Corporatism,"	1",2
Corporeal,"	1",2
Correction,"	7",2
Corrective,"	2",2
Corrupt,"	1",2
Corruption,"	2",2
Cosmopolitanism,"	2",2
Cost,"	2",2
Costa,"	2",2
Cott,"	2",2
Council,"	40",2
Councillor,"	1",2
Counsel,"	3",2
Counsellor,"	1",2
Counselor,"	1",2
Count,"	1",2
Counter,"	6",2
Countries,"	1",2
Country,"	3",2
County,"	2",2
CountyWatch,"	1",2
Course,"	1",2
Court,"	67",2
Courtesy,"	1",2
Courthouse,"	2",2
Courts,"	4",2
Covenant,"	1",2
Covent,"	1",2
Coverage,"	2",2
Cowell,"	1",2
Cqhody,"	1",2
Crabtree,"	1",2
Craft,"	1",2
Craftivism,"	1",2
Creating,"	2",2
Creation,"	2",2
Creativity,"	2",2
Creatures,"	1",2
Credit,"	1",2
Crespin,"	1",2
Cresskill,"	1",2
Creten,"	1",2
Crew,"	1",2
Crime,"	18",2
Crimeandconsequences,"	1",2
Crimes,"	1",2
Criminal,"	38",2
Criminalisation,"	1",2
Criminalization,"	2",2
Criminalized,"	2",2
Criminalizing,"	4",2
Criminologica,"	1",2
Criminology,"	7",2
Crisis,"	4",2
Criteria,"	1",2
Critias,"	2",2
Critical,"	9",2
Criticism,"	10",2
Criticisms,"	4",2
Critique,"	4",2
Cross,"	5",2
Crowd,"	2",2
Crowdfunding,"	1",2
Crown,"	2",2
Cruz,"	1",2
Crystallizing,"	1",2
Cuba,"	1",2
Cuban,"	1",2
Cues,"	1",2
Cult,"	1",2
Cultural,"	11",2
Culture,"	22",2
Cummings,"	3",2
Curing,"	1",2
Current,"	7",2
Currently,"	2",2
Currie,"	3",2
Curvilinear,"	1",2
Custom,"	1",2
Customer,"	1",2
Customs,"	1",2
Cutter,"	1",2
Cutting,"	2",2
Cyberpolitics,"	1",2
Cybersyn,"	1",2
Cycle,"	1",2
Czech,"	7",2
D,"	42",2
DATE,"	4",2
DC,"	9",2
DEATH,"	4",2
DEATHPENALTYFACTS,"	1",2
DECATUR,"	1",2
DEFAULTSORT,"	13",2
DEN,"	1",2
DESCRIPTION,"	2",2
DETERMINANTS,"	1",2
DHV,"	1",2
DIVIDE,"	1",2
DIY,"	1",2
DJI,"	1",2
DJs,"	3",2
DMA,"	1",2
DNVP,"	1",2
DO,"	2",2
DOC,"	1",2
DOI,"	2",2
DOM,"	1",2
DP90,"	2",2
DRC,"	1",2
DSCH,"	1",2
DW,"	2",2
Da,"	1",2
Dabelko,"	1",2
Dahl,"	1",2
Daily,"	2",2
Dakota,"	4",2
Dallas,"	1",2
Dam,"	1",2
Damascus,"	1",2
Dame,"	2",2
Dance,"	7",2
Daniel,"	8",2
Daniela,"	1",2
Danielle,"	4",2
Danielson,"	1",2
Darfur,"	1",2
Darity,"	2",2
Dartmouth,"	1",2
Darwinian,"	1",2
Darwinism,"	1",2
Data,"	1",2
Date,"	1",2
Dated,"	1",2
Dave,"	3",2
Davenport,"	5",2
Davey,"	1",2
David,"	34",2
Davies,"	2",2
Davis,"	4",2
Day,"	9",2
Days,"	2",2
De,"	1",2
DeFleur,"	2",2
DeRogatis,"	3",2
Dead,"	1",2
Deal,"	1",2
Dean,"	1",2
Deanie,"	1",2
Death,"	10",2
Deathworthy,"	1",2
Debate,"	12",2
Debates,"	3",2
Debating,"	2",2
Debeaking,"	1",2
Debenhams,"	1",2
Deborah,"	2",2
Debord,"	3",2
Debra,"	1",2
Dec,"	6",2
Decatur,"	4",2
December,"	22",2
Decentralization,"	3",2
Decision,"	1",2
Decisions,"	1",2
Declaration,"	6",2
Declarationism,"	1",2
Declassification,"	1",2
Decriminalization,"	1",2
Deduction,"	1",2
Deductive,"	1",2
Deep,"	1",2
DefaultSite,"	2",2
Defective,"	1",2
Defence,"	2",2
Defending,"	1",2
Defense,"	5",2
Definition,"	6",2
Definitional,"	1",2
Definitions,"	3",2
Deichsel,"	1",2
Delaney,"	2",2
Delaware,"	2",2
Delegate,"	2",2
DelegateBoycottRepeal,"	1",2
Delegated,"	2",2
Delegates,"	1",2
Delegation,"	3",2
Deliberates,"	1",2
Deliberative,"	2",2
Delineating,"	1",2
Della,"	1",2
Delta,"	2",2
Demagoguery,"	1",2
Demagogy,"	1",2
Demand,"	1",2
Demands,"	2",2
Demarcating,"	2",2
Demarchy,"	1",2
Demeny,"	1",2
Democracies,"	2",2
Democracy,"	25",2
Democrat,"	4",2
Democratic,"	18",2
Democratization,"	2",2
Democrats,"	4",2
Demographic,"	5",2
Demographics,"	2",2
Demography,"	19",2
Demokratie,"	2",2
Demonstrate,"	1",2
Demonstration,"	1",2
Demonstrations,"	2",2
Demos,"	1",2
Demzilla,"	1",2
Denialism,"	1",2
Denmark,"	2",2
Dennis,"	11",2
Denounces,"	1",2
Dent,"	1",2
Denver,"	1",2
Department,"	3",2
Dependent,"	1",2
Depending,"	1",2
Deposition,"	1",2
Depts,"	3",2
Deputy,"	1",2
Der,"	3",2
Derby,"	2",2
Derecho,"	1",2
Deregulation,"	1",2
Derek,"	2",2
Derrick,"	3",2
Description,"	1",2
Desert,"	1",2
Design,"	2",2
Designated,"	1",2
Designed,"	1",2
Desire,"	1",2
Despite,"	3",2
Dessy,"	2",2
Destiny,"	2",2
Destruction,"	6",2
DetailID,"	2",2
Detective,"	1",2
Deter,"	1",2
Determinants,"	1",2
Determination,"	1",2
Determined,"	1",2
Determining,"	1",2
Detournement,"	1",2
Deutschlands,"	1",2
Deutschmann,"	1",2
Developing,"	1",2
Development,"	19",2
Devereux,"	1",2
Devlin,"	4",2
Devlins,"	1",2
Devolved,"	1",2
Dewey,"	2",2
DiMaggio,"	1",2
Dialectic,"	1",2
Diamond,"	1",2
Diana,"	2",2
Diane,"	3",2
Diary,"	1",2
Diaspora,"	3",2
Dicey,"	1",2
Dichotomy,"	1",2
Dickson,"	1",2
Dictatorship,"	2",2
Dictatorships,"	1",2
Dictionary,"	23",2
Did,"	1",2
Die,"	3",2
Diego,"	1",2
Diet,"	1",2
Dieter,"	1",2
Diets,"	1",2
Difference,"	1",2
Differences,"	3",2
Different,"	1",2
Differential,"	2",2
Difficulties,"	1",2
Diffusion,"	1",2
Diggs,"	2",2
DigiCare,"	1",2
Digital,"	6",2
Dilemma,"	1",2
Dimensions,"	1",2
Dinner,"	1",2
Dionne,"	1",2
Diplomacy,"	1",2
Direct,"	5",2
Director,"	2",2
Directory,"	1",2
Dirty,"	1",2
Disabilities,"	2",2
Disability,"	13",2
Disappeared,"	1",2
Disarm,"	1",2
Disarmament,"	2",2
Disc,"	1",2
Discipline,"	3",2
Disclosure,"	1",2
Discordianism,"	2",2
Discourse,"	6",2
Discover,"	1",2
Discovery,"	1",2
Discusses,"	1",2
Discussion,"	1",2
Diskussion,"	1",2
Disorder,"	1",2
Disparity,"	1",2
Displeasure,"	2",2
Dispute,"	1",2
Disputes,"	1",2
Disrupt,"	1",2
Dissent,"	2",2
Distinction,"	1",2
Distortion,"	1",2
Distributed,"	1",2
Distribution,"	1",2
Distributism,"	1",2
Distributive,"	1",2
District,"	3",2
Diversity,"	2",2
Divide,"	3",2
Divided,"	2",2
Divine,"	2",2
Diviners,"	1",2
Division,"	2",2
Dixit,"	2",2
Doces,"	2",2
Docking,"	2",2
Document,"	2",2
Documents,"	1",2
Dodds,"	2",2
Dodson,"	3",2
Does,"	3",2
Doesnt,"	2",2
Dogmatizing,"	2",2
Dolan,"	1",2
Dolls,"	1",2
Domestic,"	3",2
Domhoff,"	1",2
Dominant,"	1",2
Dominican,"	2",2
Dominique,"	1",2
Donald,"	2",2
Donatella,"	1",2
Donations,"	1",2
Done,"	1",2
Donner,"	1",2
Donors,"	1",2
Donsbach,"	2",2
Dont,"	1",2
Dordain,"	1",2
Dornan,"	1",2
Doug,"	3",2
Douglas,"	3",2
Dover,"	1",2
Down,"	2",2
Downhill,"	1",2
Downsize,"	1",2
Dr,"	2",2
Draco,"	1",2
Draconian,"	2",2
Draft,"	1",2
Dragon,"	1",2
Dramatic,"	2",2
Dream,"	1",2
Dreams,"	1",2
Dressing,"	2",2
Drug,"	6",2
Dryden,"	1",2
DsbNxa,"	1",2
Dual,"	3",2
Due,"	2",2
Duffy,"	10",2
Duhaime,"	4",2
Duhaimes,"	2",2
Duits,"	1",2
Dulles,"	2",2
Duo,"	1",2
Dur,"	1",2
Durham,"	2",2
During,"	4",2
Dutch,"	3",2
Duumviracy,"	1",2
Dwight,"	1",2
Dworkin,"	1",2
Dworkins,"	1",2
Dying,"	1",2
Dyke,"	1",2
Dykes,"	1",2
Dylan,"	1",2
Dynamics,"	2",2
E,"	35",2
E2,"	1",2
E2734,"	2",2
EAPS,"	1",2
EBchecked,"	1",2
ECPR,"	2",2
ECU,"	1",2
EDF,"	1",2
EGY,"	1",2
EN,"	19",2
EP,"	1",2
ERIE,"	1",2
ESA,"	16",2
ESAproposesInvite,"	1",2
ESP,"	1",2
EST,"	1",2
ESTIMATING,"	1",2
ETH,"	1",2
EU,"	21",2
EUR,"	1",2
EXTRA,"	1",2
Each,"	2",2
Eagly,"	1",2
Earl,"	2",2
Early,"	3",2
Earth,"	5",2
Earthlings,"	1",2
East,"	12",2
Eastern,"	4",2
Eco,"	2",2
Ecodefense,"	1",2
Ecology,"	2",2
Economic,"	11",2
Economics,"	3",2
Economies,"	1",2
Economist,"	1",2
Economists,"	1",2
Economy,"	2",2
Ecophenomenologists,"	1",2
Ecotage,"	1",2
Ecuador,"	1",2
Ed,"	4",2
Eddison,"	3",2
Edge,"	2",2
Edinburgh,"	1",2
Edison,"	2",2
Edition,"	1",2
Editorials,"	1",2
Editors,"	1",2
Edmund,"	2",2
Eds,"	1",2
Education,"	16",2
Educational,"	2",2
Edward,"	10",2
Edwin,"	1",2
Edwina,"	1",2
Effective,"	2",2
Effects,"	4",2
Egalitarianism,"	3",2
Egan,"	6",2
EganHawkes2008,"	2",2
Egg,"	3",2
Egypt,"	2",2
Egyptian,"	1",2
Ehrlich,"	1",2
Eight,"	1",2
Ein,"	1",2
Eintragungen,"	1",2
Either,"	1",2
El,"	3",2
Elaine,"	1",2
Elder,"	1",2
Election,"	15",2
Elections,"	6",2
Elector,"	1",2
Electoral,"	18",2
Electoralism,"	1",2
Electorate,"	5",2
Electors,"	2",2
Electronic,"	3",2
Element,"	11",2
Elements,"	2",2
Eliana,"	2",2
Elias,"	4",2
Elihu,"	6",2
Elijah,"	1",2
Elin,"	1",2
Elinor,"	1",2
Elite,"	6",2
Elites,"	1",2
Elitism,"	1",2
Elitist,"	1",2
Elizabeth,"	4",2
Elke,"	1",2
Ellen,"	1",2
Ellis,"	1",2
Ellner,"	1",2
Elmo,"	2",2
Eloquence,"	1",2
Elsewhere,"	2",2
Elsie,"	1",2
Embodied,"	1",2
Embraer,"	1",2
Emergence,"	1",2
Emergency,"	1",2
Emergent,"	1",2
Emerging,"	2",2
Emerson,"	1",2
Emily,"	4",2
Emissions,"	1",2
Emma,"	5",2
Emperor,"	3",2
Empire,"	6",2
Empirical,"	2",2
Empiricism,"	1",2
Employees,"	1",2
Employment,"	1",2
Empty,"	1",2
En,"	1",2
Enabling,"	2",2
Enclave,"	1",2
Encouragement,"	1",2
Encouraging,"	1",2
Encyclopedia,"	6",2
End,"	2",2
Endangered,"	2",2
Ending,"	1",2
Energy,"	2",2
Enforcement,"	3",2
Eng,"	1",2
Engage,"	2",2
Engagement,"	2",2
Engels,"	1",2
Engineering,"	1",2
England,"	30",2
English,"	34",2
Englishmen,"	1",2
Enhanced,"	1",2
Enjoyable,"	1",2
Enlightenment,"	1",2
Ensley,"	1",2
Ensuring,"	1",2
Enterprise,"	1",2
Entertainment,"	1",2
Entropa,"	5",2
Enumeration,"	1",2
Environment,"	5",2
Environmental,"	2",2
Environmentalism,"	2",2
Episkopos,"	2",2
Epistemology,"	2",2
Epstein,"	1",2
Equal,"	4",2
Equality,"	4",2
Equally,"	1",2
Equipped,"	1",2
Era,"	2",2
Erb,"	1",2
Eric,"	17",2
Erie,"	1",2
Erik,"	1",2
Erlanger,"	1",2
Ernst,"	4",2
Erotophobia,"	1",2
EsC,"	1",2
Esche,"	3",2
Eskalera,"	1",2
Espacial,"	1",2
Esplorazioni,"	1",2
Essay,"	2",2
Essays,"	2",2
Essence,"	1",2
Essentials,"	1",2
Essex,"	1",2
Esta,"	1",2
Establish,"	1",2
Estates,"	2",2
Esti,"	3",2
Ethic,"	1",2
Ethical,"	1",2
Ethics,"	9",2
Ethiopia,"	1",2
Ethnic,"	6",2
Ethnicity,"	2",2
Ethno,"	1",2
Ethnopluralism,"	1",2
Etoy,"	1",2
Etymology,"	4",2
Etzioni,"	3",2
Eugene,"	4",2
Euripides,"	1",2
Europe,"	37",2
European,"	62",2
Europeans,"	2",2
Evaluation,"	2",2
Evaluations,"	1",2
Evans,"	1",2
Evelyn,"	2",2
Even,"	4",2
Evening,"	1",2
Events,"	1",2
Everett,"	1",2
Eversden,"	1",2
Everyone,"	1",2
Everything2,"	1",2
Evoluci,"	1",2
Evolution,"	4",2
Evolutionary,"	2",2
ExPrESS,"	1",2
Examination,"	2",2
Example,"	2",2
Examples,"	9",2
Exception,"	1",2
Exchange,"	1",2
Excludes,"	1",2
Exclusive,"	1",2
Executive,"	14",2
Exit,"	1",2
Expanding,"	1",2
Expansionism,"	1",2
Expansionist,"	1",2
Expedition,"	1",2
Experience,"	3",2
Experiences,"	1",2
Experiment,"	3",2
Explanation,"	1",2
Exploration,"	2",2
Exploring,"	1",2
Exposed,"	4",2
Expository,"	1",2
Exposure,"	1",2
Expression,"	1",2
Extemp,"	3",2
Extemporaneous,"	2",2
External,"	18",2
Extremes,"	1",2
Eyles,"	1",2
Ezzat,"	3",2
F,"	18",2
FAQ,"	2",2
FATF,"	6",2
FBI,"	2",2
FF8000,"	1",2
FFF000,"	1",2
FIJ,"	1",2
FIN,"	1",2
FRA,"	1",2
FRSO,"	4",2
FSM,"	1",2
Fact,"	2",2
Faction,"	1",2
Factions,"	3",2
Factor,"	1",2
Facts,"	1",2
Factual,"	1",2
Faculty,"	3",2
Fahrenheit,"	1",2
Failure,"	1",2
Fair,"	2",2
Fairness,"	1",2
Faithful,"	1",2
Falcon,"	2",2
Falcons,"	1",2
FALSE,"	1",2
Faludi,"	3",2
Fame,"	1",2
Family,"	2",2
Famine,"	6",2
Fanorama,"	1",2
Fantasy,"	1",2
Farband,"	1",2
Farewell,"	2",2
Farkhutdinov,"	1",2
Farley,"	1",2
Farr,"	1",2
Fasci,"	1",2
Fascio,"	1",2
Fascism,"	7",2
Fascist,"	6",2
Fates,"	1",2
Father,"	1",2
Fathers,"	2",2
Fattah,"	3",2
Favourite,"	1",2
Feargal,"	1",2
Feb,"	12",2
February,"	25",2
Fechner,"	2",2
Federal,"	17",2
Federalism,"	4",2
Federalist,"	8",2
Federalists,"	3",2
Federation,"	1",2
Federations,"	1",2
Fee,"	1",2
Feeds,"	1",2
Feinberg,"	6",2
Feinburg,"	1",2
Felix,"	3",2
Female,"	6",2
Feminism,"	19",2
Feminist,"	10",2
Feminists,"	1",2
Feona,"	3",2
Ferdinand,"	4",2
Ferdowsi,"	1",2
Ferejohn,"	1",2
Ferguson,"	1",2
Fernand,"	1",2
Fertility,"	2",2
Fetterman,"	1",2
Feud,"	1",2
Feudalism,"	1",2
Feuillant,"	2",2
Few,"	1",2
Feyerabend,"	16",2
Fibs,"	1",2
Fictions,"	3",2
Field,"	1",2
Fields,"	1",2
Fifth,"	2",2
Fifths,"	1",2
Fifty,"	1",2
Fight,"	3",2
Figure,"	2",2
File,"	23",2
FileStore,"	1",2
Files,"	1",2
Film,"	1",2
Filmer,"	1",2
FinCEN,"	2",2
Finally,"	3",2
Finance,"	1",2
Financial,"	5",2
Financing,"	1",2
Finanzierung,"	1",2
FindArticles,"	1",2
Findings,"	1",2
Finland,"	2",2
Finnish,"	1",2
Finocchiaro,"	2",2
Fiorina,"	2",2
Fiorinas,"	1",2
Fire,"	1",2
FireHollywood,"	1",2
Firms,"	1",2
First,"	12",2
Fiscal,"	1",2
Fits,"	1",2
Five,"	3",2
Fix,"	1",2
Fixed,"	1",2
Flag,"	2",2
Flaws,"	1",2
Fleets,"	1",2
Flight,"	2",2
Flintstone,"	1",2
Flood,"	4",2
Floor,"	1",2
Florence,"	1",2
Flores,"	1",2
Florida,"	1",2
Flow,"	9",2
Foco,"	1",2
Focused,"	1",2
Focuses,"	1",2
Folk,"	1",2
Folkhemmet,"	1",2
Followers,"	1",2
Following,"	3",2
Fonds,"	1",2
Fono,"	1",2
Food,"	2",2
Footlights,"	2",2
Footnotes,"	4",2
For,"	48",2
Forbes,"	1",2
Force,"	12",2
Forces,"	2",2
Fords,"	1",2
Foreign,"	22",2
Forensic,"	2",2
Forensics,"	3",2
Forgotten,"	1",2
Form,"	8",2
Formal,"	1",2
Formation,"	1",2
Former,"	1",2
Forms,"	4",2
Fortescue,"	3",2
Fortescues,"	1",2
Forum,"	4",2
Forward,"	2",2
Foster,"	1",2
Foucault,"	1",2
Foundation,"	10",2
Foundations,"	2",2
Founded,"	10",2
Founding,"	5",2
Four,"	2",2
Fourth,"	2",2
Fox,"	2",2
Framers,"	1",2
Framing,"	5",2
Fran,"	1",2
France,"	19",2
Frances,"	1",2
Francesco,"	4",2
Franchise,"	2",2
Francis,"	3",2
Francisco,"	1",2
Franco,"	1",2
Frank,"	7",2
Frankfurter,"	1",2
Franklin,"	1",2
Franks,"	1",2
Frazier,"	1",2
Fred,"	2",2
Frederick,"	1",2
Free,"	21",2
Freedman,"	1",2
Freedom,"	24",2
Freedoms,"	8",2
French,"	23",2
Frequently,"	1",2
Frey,"	2",2
Friedrich,"	3",2
Friends,"	1",2
Fringe,"	1",2
Fritjof,"	1",2
From,"	10",2
Front,"	3",2
Frontiers,"	1",2
Frottage,"	1",2
Frueh,"	1",2
Frymer,"	1",2
Fu,"	1",2
Fudgie,"	1",2
Fugitive,"	1",2
Fulfilling,"	1",2
Fulgencio,"	1",2
Full,"	3",2
Functionalism,"	2",2
Functioning,"	4",2
Fund,"	1",2
Fundamental,"	8",2
Fundamentalist,"	1",2
Funded,"	1",2
Funding,"	2",2
Funk,"	1",2
Funky,"	1",2
Further,"	15",2
Furthermore,"	3",2
FuseAction,"	1",2
Future,"	2",2
G,"	21",2
GAB,"	1",2
GAM,"	1",2
GAO,"	1",2
GDP,"	1",2
GDPs,"	1",2
GEO,"	1",2
GEOFFREY,"	1",2
GER,"	1",2
GHA,"	1",2
GIN,"	1",2
GMT,"	1",2
GNB,"	1",2
GNQ,"	1",2
GRD,"	1",2
GRE,"	1",2
GREAT,"	1",2
GREEN,"	1",2
GSSW,"	1",2
GUA,"	1",2
GUY,"	1",2
Gaarder,"	1",2
Gabriel,"	3",2
Gabriele,"	1",2
Gaddafi,"	1",2
Gail,"	4",2
Gakidou,"	1",2
Galen,"	1",2
Galicia,"	1",2
Galicianism,"	1",2
Gallery,"	1",2
Gallup,"	5",2
Galston,"	3",2
Game,"	4",2
Gandhian,"	1",2
Gandhis,"	1",2
Garage,"	2",2
Garc,"	1",2
Garden,"	2",2
Garkawe,"	2",2
Garner,"	1",2
Garvey,"	1",2
Gas,"	1",2
Gastald,"	1",2
Gaudet,"	2",2
Gaudin,"	1",2
Gaullism,"	2",2
Gavrilova,"	3",2
Gay,"	3",2
Gazette,"	2",2
Geer,"	1",2
Gelder,"	3",2
Gemeinschaft,"	1",2
Gemeinschaften,"	1",2
Gender,"	6",2
General,"	24",2
Generalissimo,"	1",2
Generally,"	1",2
Generals,"	1",2
Generation,"	2",2
GenerationEngage,"	1",2
Generations,"	1",2
Geneva,"	3",2
Genkova,"	1",2
Genocide,"	10",2
Genocides,"	3",2
Genocidio,"	1",2
Gentile,"	2",2
Gentiles,"	1",2
Gentlemen,"	2",2
Gentlemens,"	1",2
Geoff,"	1",2
Geoffrey,"	3",2
Geographic,"	1",2
Geographical,"	1",2
Geological,"	1",2
Geopolitics,"	2",2
Georg,"	2",2
George,"	16",2
Georgetown,"	6",2
Georgetownuniversityhospital,"	1",2
Georgia,"	6",2
Georgian,"	1",2
Gerald,"	1",2
Gerard,"	3",2
German,"	23",2
Germanophile,"	1",2
Germany,"	26",2
Germanys,"	2",2
Germs,"	1",2
Gerrymanderers,"	1",2
Gerrymandering,"	2",2
Gerstenmaier,"	1",2
Gesellschaft,"	1",2
Gesellschaften,"	1",2
Gespr,"	1",2
Get,"	3",2
Getting,"	1",2
Gettysburg,"	1",2
Ghraib,"	1",2
Gianfranco,"	2",2
Gigi,"	1",2
Gil,"	2",2
Gilgit,"	1",2
Gill,"	6",2
Gimpel,"	1",2
Gingrich,"	2",2
Giovanni,"	3",2
Girls,"	18",2
Girondins,"	1",2
Girondist,"	1",2
Giuliani,"	1",2
Given,"	1",2
Giving,"	1",2
Gizmodo,"	1",2
Glance,"	1",2
Glanvill,"	1",2
Glanville,"	1",2
Gledhill,"	2",2
Glenda,"	1",2
Glenn,"	2",2
Global,"	25",2
Globalism,"	1",2
Globalization,"	8",2
Globalize,"	1",2
Globe,"	1",2
Glorious,"	2",2
Glossary,"	1",2
GmbH,"	4",2
Go,"	1",2
God,"	3",2
Godless,"	1",2
Going,"	1",2
Gold,"	1",2
Golden,"	2",2
Goldman,"	1",2
Goldsmiths,"	1",2
Goldstone,"	11",2
Golja,"	1",2
Gompers,"	1",2
Gonzales,"	2",2
Good,"	2",2
Goode,"	1",2
Goodharts,"	1",2
Goodin,"	1",2
Google,"	2",2
Gordon,"	1",2
Gosforth,"	2",2
Goujon,"	1",2
Goulash,"	1",2
Gould,"	2",2
Govern,"	1",2
Governance,"	4",2
Governing,"	1",2
Government,"	42",2
